Calendar Group,Event Type Tags,id,Title,Category,Research Topic,Date,Duration,Attendance,Location,Year
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Wei Zhu,Science,,4/21/2017,1,35,,2017
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Nicholas Stone,Science,,4/25/2017,1,35,,2017
CIERA - Annual Public Lecture Series,Public Outreach,,"CIERA 8th Annual Public Lecture, Rainer Wiess: ""Beginning the Exploration of the Universe with Gravitational Waves""",Outreach|Science,Gravitational Waves & Multi-Messenger Astronomy,5/2/2017,1,,Tech Lecture Room 3,2017
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Desika Narayanan,Science,,5/9/2017,1,35,,2017
CIERA - Special Public Events,Public Outreach,,"CIERA multimedia performance: ""A Shout Across Time""",Outreach|Interdisciplinary,,5/15/2017,1,150,Nichols Concert Hall,2017
CIERA - Special Seminars,Academic Seminars,,Stephen Zepf,Science,,5/15/2017,1,35,,2017
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Dan Foreman-Mackey, University of Washington
How to Find a Transiting Exoplanet: Data-driven Discovery in the Astronomical Time Domain",Interdisciplinary|Science|Data Science & Computing,Exoplanets & the Solar System,5/16/2017,1,60,F160,2017
CIERA - Special Public Events,Public Outreach,,"CIERA multimedia performance: ""Science Sonification""",Interdisciplinary|Outreach,,5/22/2017,1,75,Lutkin Hall,2017
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Nanda Rea,Science,,5/23/2017,1,40,,2017
CIERA - Conferences/Collab Meetings,Conferences|Future Leaders,,Supernovae: the LSST Revolution Workshop,Science|Interdisciplinary|Data Science & Computing,Stellar Dynamics & Stellar Populations|Life and Death of Stars,6/1/2017,1,60,Evanston,2017
CIERA - Special Seminars,Academic Seminars,,Anja Feldmeier-Krause,Science,,6/6/2017,1,35,,2017
Development Events,Development/Strategic,,Spring 2017 BoV Meeting,,,6/15/2017,1,9,Tech,2017
CIERA - Special Public Events,Public Outreach,,Graduate Students participate in CTD Opportunities for the Future Family Conference,Education|Outreach,,6/24/2017,1,400,Dearborn Observatory,2017
CIERA - REU,Future Leaders|Education,,REU careers in Astronomy Panel,Professional Development,,7/31/2017,1,31,CIERA,2017
CIERA - Astronomy on Tap,Public Outreach,,"""Solar Eclipse of the Heart""",Outreach,Other,8/14/2017,1,100,Begyle Brewing,2017
CIERA - Special Public Events,,,2017 Total Solar Eclipse,,,8/21/2017,1,550,Tech,2017
CIERA - Special Seminars,Academic Seminars,,Janet Chen,Science,,8/25/2017,1,35,,2017
CIERA - Special Seminars,Academic Seminars,,"CIERA Special Seminar: Om Sharan Salafia, ""Where and When: How to Combine Information from the GW Signal and EM Counterpart Models to Inform and Optimize the EM Follow-up Strategy""",Science,Other,9/11/2017,1,35,CIERA,2018
CIERA - Special Seminars,Academic Seminars,,Om Salafia,Science,,9/11/2017,1,35,,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Greg Taylor: ""Science at Low Frequencies with the Long Wavelength Array""",Science,Other,9/19/2017,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,9/19/2017,1,0,F160,2018
CIERA - Special Seminars,Academic Seminars,,Adrian Barker: Tidal Flows in Extrasolar Planets,Science,Exoplanets & the Solar System,9/20/2017,1,35,CIERA,2018
CIERA - Special Seminars,Academic Seminars,,Suzanne Aigrain: Taming the Stochastic: How Gaussian Processes are Transforming Exoplanet Studies,Science|Data Science & Computing,Exoplanets & the Solar System,9/22/2017,1,35,CIERA,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Fabienne Bastien: Convection in Cool Stars, as Revealed through Stellar Brightness Variations",Science,Life and Death of Stars,9/26/2017,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,9/26/2017,1,0,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Chelsea Harris: Modeling Supernova Interaction with Circumstellar Material and Phil Cowperthwaite: Deep Rapid Optical Follow-Up of Gravitational Wave Sources with the Dark Energy Camera,Science,Gravitational Waves & Multi-Messenger Astronomy,9/29/2017,1,30,Tech F160,2018
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings ,Outreach,,9/29/2017,1,25,Dearborn Observatory,2018
CIERA - Special Seminars,Academic Seminars,,Ian Christie: Modeling Stellar Wind Interactions,Science,Stellar Dynamics & Stellar Populations,10/3/2017,1,35,CIERA,2018
Development Events,Development/Strategic,,Fall 2017 BoV Meeting,,,10/5/2017,1,9,Tech,2018
Development Events,Development/Strategic,,Fall 2017 APL Dinner,,,10/5/2017,1,10,Tech,2018
CIERA - Annual Public Lecture Series,Public Outreach,,"CIERA 9th Annual Public Lecture, Wendy Freedman - ""The Unexpected Universe: Astronomical Telescopes Continue to Reveal New Suprises""",Outreach|Interdisciplinary,Other,10/5/2017,1,300,Cahn Auditorium,2018
CIERA - Theory Group Meetings,Academic Seminars,,Paz Beniamini: Formation of Double Neutron Stars and Implications for Heavy Element Production,Science,Life and Death of Stars,10/6/2017,1,30,Tech F160,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Hanno Rein: ""Formation and stability of planetary systems""",Science,Exoplanets & the Solar System,10/10/2017,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,10/10/2017,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Matthew Liska:  GPU-based GRMHD Simulations of Tilted Black Hole Accretion Disks and Jets,Science|Data Science & Computing,Black Holes & Dead Stars,10/13/2017,1,30,Tech F160,2018
CIERA - Special Seminars,Academic Seminars,,Payaswini Saikia: The Optical Fundamental Plane of Black Hole Activity,Science,Black Holes & Dead Stars,10/19/2017,1,35,CIERA,2018
CIERA - Theory Group Meetings,Academic Seminars,,Michael Tremmel: Dancing to ChaNGa: The Formation of Supermassive Black Hole Pairs in Cosmological Simulations and Kristen Garofali: Using High-Mass X-ray Binaries to Probe Massive Binary Evolution,Science,Black Holes & Dead Stars,10/20/2017,1,30,Tech F160,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Susan Clark: Magnetism and morphology in the interstellar medium,Science,Life and Death of Stars,10/24/2017,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,10/24/2017,1,25,F160,2018
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,Gravity Spy Collaboration Meeting,Interdisciplinary|Data Science & Computing,Gravitational Waves & Multi-Messenger Astronomy,10/26/2017,1,6,CIERA,2018
CIERA - Theory Group Meetings,Academic Seminars,,Aleksey Generozov: Formation of X-ray binaries in the Galactic Center via tidal capture,Science,Other,10/27/2017,1,30,Tech F160,2018
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings ,Outreach,,10/27/2017,1,25,Dearborn Observatory,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Frank van den Bosch: ""Dark Matter Substructure: Cosmological Treasure Trove or a Pandora's Box?""",Science,Galaxies & Cosmology,10/31/2017,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,10/31/2017,1,25,F160,2018
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Greg Laughlin, Yale University: Poincar�'s Legacy: Predictions on Time Scales Ranging from Milliseconds to Billions of Years",Interdisciplinary|Science,Other,11/2/2017,1,75,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Pierre Christian,Science,,11/3/2017,1,30,Tech F160,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Gregg Hallinan: Imaging All the Sky All the Time in Search of Radio Exoplanets,Science,Exoplanets & the Solar System,11/7/2017,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,11/7/2017,1,25,F160,2018
CIERA - Special Seminars,Academic Seminars,,Adrian Hamers: Hot Jupiters Driven by High-eccentricity Migration in Globular Clusters,Science,Other,11/8/2017,1,35,CIERA,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Vanessa Graber,Science,,11/9/2017,1,40,,2018
CIERA - Theory Group Meetings,Academic Seminars,,Dan Stevens: Precision Stellar and Planetary Astrophysics with TESS and Gaia,Science|Data Science & Computing,Other,11/17/2017,1,30,Tech F160,2018
CIERA - Special Public Events,Public Outreach,,COSMOS IN CONCERT: Celestial Suite,Outreach|Interdisciplinary,Galaxies & Cosmology,11/18/2017,1,400,Pick-Staiger Concert Hall,2018
CIERA - Special Seminars,Academic Seminars,,Benjamin Oppenheimer: The Circumgalactic Medium in EAGLE Simulations: Mass and Dynamics,Science|Data Science & Computing,Galaxies & Cosmology,11/21/2017,1,35,CIERA,2018
CIERA - Special Public Events,Public Outreach,,"CIERA moderated panel: ""Peering into the Cosmic Maelstrom""",Science|Outreach,Other,11/28/2017,1,200,Tech Lecture Room 3,2018
CIERA - Special Seminars,Academic Seminars,,Ben Ryan: General Relativistic Radiation Magnetohydrodynamic Simulations of Slowly Accreting Black Holes,Science,Black Holes & Dead Stars,11/30/2017,1,35,CIERA,2018
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Dan Tamayo, University of Toronto's Centre for Planetary Sciences / Canadian Institute for Theoretical Astrophysics
A Million-fold Speedup in the Dynamical Characterization of Multi-planet Systems",Interdisciplinary|Science,Stellar Dynamics & Stellar Populations,12/1/2017,1,40,L211,2018
CIERA - Special Seminars,Academic Seminars,,Drummond Fielding: A Multi-scale Portrait of the Circumgalactic Medium,Science,Galaxies & Cosmology,12/19/2017,1,35,CIERA,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Todd Thompson,Science,Other,1/16/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,1/16/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Damiano Caprioli: The Non-thermal Life of Supernova Remnants and Jonathan Stern,Science,Black Holes & Dead Stars,1/19/2018,1,30,Tech F160,2018
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Konstantin Batygin, California Institute of Technology: Planet Nine from Outer Space: Status Update",Interdisciplinary|Science,Other,1/26/2018,1,50,L211,2018
CIERA - Theory Group Meetings,Academic Seminars,,Konstantin Batygin and Kyle Kremer: Compact Binaries in Globular Clusters,Science,Stellar Dynamics & Stellar Populations,1/26/2018,1,30,Tech F160,2018
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings ,Outreach,,1/26/2018,1,20,Dearborn Observatory,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Maxwell Moe: How I Learned to Stop Worrying and Love Eclipsing Binaries,Science,Life and Death of Stars,1/30/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,1/30/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Sarah Wellons and Howard Chen: Simulating 3-D Biosignature Gases from Earth-like Planets in the James Webb Era,Science|Data Science & Computing|Interdisciplinary,Exoplanets & the Solar System,2/2/2018,1,30,Tech F160,2018
CIERA - Special Public Events,Education,,CIERA Graduate Students Host Field Trip for Girls 4 Science,Education,,2/3/2018,1,95,Tech/Dearborn,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Heino Falcke: Imaging Black Holes now and in the future,Science,Black Holes & Dead Stars,2/6/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,2/6/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Kate Alexander: Radio Observations of Tidal Disruption Events and Jose Onorbe: What do we know about HI Reionization? New Constraints from the High-z Lyman-? Forest,Science,Other,2/9/2018,1,30,Tech F160,2018
CIERA - Special Seminars,Academic Seminars,,David Chuss: The Cosmology Large Angular Scale Surveyor (CLASS),Science|Data Science & Computing,Galaxies & Cosmology,2/12/2018,1,35,CIERA,2018
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,HAWC+ Meeting,Science|Interdisciplinary,Life and Death of Stars,2/12/2018,1,3,,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Rebekah (Bekki) Dawson: Origins of Super-Earths in Inner Solar Systems,Science,Exoplanets & the Solar System,2/13/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,2/13/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Andrea Antoni: The Evolution of Binaries in a Gaseous Medium: Three-Dimensional Simulations of Binary Bondi-Hoyle-Lyttleton Accretion and Pranab Ghosh: Super-Chandra Masses of Type Ia Supernova Progenitors,Science|Data Science & Computing|Interdisciplinary,Black Holes & Dead Stars,2/16/2018,1,30,Tech F160,2018
Development Events,Development/Strategic,,Spring 2018 BoV Meeting,,,2/19/2018,1,15,Tech L440,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Christina Williams: The emergence of quenched galaxies in the era of JWST,Science,Galaxies & Cosmology,2/20/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,2/20/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Pablo Marchant: Pulsational Pair-instability Supernovae in Very Close Binaries and Cliff Johnson: Measuring Star Formation Efficiency and Molecular Cloud Evolution in the Small Magellanic Cloud,Science,Stellar Dynamics & Stellar Populations|Life and Death of Stars,2/23/2018,1,30,Tech F160,2018
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings ,Outreach,,2/23/2018,1,10,Dearborn Observatory,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Duncan Lorimer: Fast Radio Bursts -- Nature's Latest Cosmic Mystery,Science,Life and Death of Stars,2/27/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,2/27/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Michael Grudic: Forming Bound Star Clusters in Galaxies and Sasha Tchekhovskoy: When Pulsars Get Hungry,Science,Life and Death of Stars,3/2/2018,1,30,Tech F160,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Maria Drout: The Evolution, Influence, and Ultimate Fate of Massive Stars: Transient Phenomena and Stellar Astrophysics in the Era of Wide-Field Surveys",Science,Life and Death of Stars,3/6/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,3/6/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Ben Nelson: Quantifying the Evidence for an Exoplanet in Radial Velocity Data and Amy Reines,Science,Exoplanets & the Solar System,3/9/2018,1,30,Tech F160,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Alexander (Sasha) Philippov: How do pulsars shine?,Science,Life and Death of Stars,3/13/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,3/13/2018,1,25,F160,2018
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Belinda Wilkes, Harvard-Smithsonian Center for Astrophysics
Revealing the Invisible Universe",Interdisciplinary|Science,Other,3/22/2018,1,75,F160,2018
CIERA - Conferences/Collab Meetings,Future Leaders|Collab/Group Meetings,,ALMA Community Day,Science|Data Science & Computing,Other,3/29/2018,1,8,Ford ITW,2018
CIERA - Astronomy on Tap,Public Outreach,,Astronomy on Tap,Outreach,Other,4/1/2018,1,60,"Begyle Brewing, 1800 W Cuyler Ave.",2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Shami Chatterjee: The Deepening Mystery of Fast Radio Bursts,Science,Gravitational Waves & Multi-Messenger Astronomy,4/3/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,4/3/2018,1,25,F160,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Vikram Dwarkadas: Triggered Star Formation inside the Shell of a Wolf�Rayet Bubble as the Origin of the Solar System,Science,Exoplanets & the Solar System,4/17/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,4/17/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Diego Munoz and Scott Coughlin,Science,,4/20/2018,1,30,Tech F160,2018
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,FIRE PI Meeting,Science,Galaxies & Cosmology,4/23/2018,1,8,,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Suvi Gezari: Hungry Black Holes,Science,Black Holes & Dead Stars,4/24/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,4/24/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Jeremy Rath: Understanding Multi-Planet System Chaos through Resonant Dynamics and Adam Dempsey: Creating the chaotic GJ876 Laplace resonance with smooth migration,Science|Interdisciplinary,Stellar Dynamics & Stellar Populations,4/27/2018,1,30,Tech F160,2018
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings ,Outreach,,4/27/2018,1,30,Dearborn Observatory,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Rachel Somerville: Momentum-driven winds from radiatively efficient black hole accretion and their impact on galaxy properties,Science,Black Holes & Dead Stars,5/1/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,5/1/2018,1,25,F160,2018
CIERA - Theory Group Meetings,Academic Seminars,,Katie Breivik: Can we really discover black holes with Gaia? And Alex Gurvich:  Firefly: a portable web-based 3d data visualization tool,Science|Data Science & Computing,Black Holes & Dead Stars,5/4/2018,1,30,Tech F160,2018
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Justin Crepp: Ultra-precise Spectrographs that Operate at the Diffraction Limit,Science,Other,5/8/2018,1,40,CIERA,2018
CIERA - Journal Clubs,Academic Seminars,,Journal Club,Science,,5/8/2018,1,25,F160,2018
CIERA - Special Seminars,Academic Seminars,,Tarraneh Eftekhari,Science,Other,5/11/2018,1,35,CIERA,2018
